Instrument Serial Num,Reading #,Date,Time,Location,Sample ID,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Real Time 1,Real Time 2
801422,6,12/19/20,15:46:04,R1,0-10 cm,Geochem(3-Beam),model1,6,No,,,PPM,,,,19048,1072,,,,36640,216,,,,150750,287,,,,62,17,,,,0,52,,,,13122,28,,,,67888,114,,,,2640,44,,,,0,19,,,,55,7,,,,344,6,,,,25101,53,,,,31,7,,,,27,2,,,,15,1,,,,58,1,,,,8,0,,,,0,0,,,,70,0,,,,656,2,,,,18,0,,,,217,1,,,,8,0,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,7,,,,480,70,,,,7,1,,,,0,1,,,,14,1,,,,0,5,,,,6,1,,,,0,2,,,,687112,863,120,120
801422,7,12/19/20,15:51:20,R1,10-20 cm,Geochem(3-Beam),model1,7,No,,,PPM,,,,26407,1171,,,,27977,204,,,,111338,237,,,,119,18,,,,763,14,,,,10993,26,,,,111128,194,,,,1928,45,,,,45,14,,,,43,8,,,,254,6,,,,22312,51,,,,36,7,,,,21,2,,,,15,1,,,,45,1,,,,12,0,,,,0,0,,,,62,0,,,,1254,3,,,,11,0,,,,133,1,,,,6,1,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,8,,,,620,77,,,,6,1,,,,0,2,,,,10,1,,,,0,5,,,,16,1,,,,0,2,,,,688337,937,120,120
801422,8,12/19/20,15:56:13,R1,20-30 cm,Geochem(3-Beam),model1,8,No,,,PPM,,,,30159,1196,,,,25582,200,,,,104013,232,,,,90,18,,,,3465,19,,,,10322,25,,,,115448,209,,,,1784,46,,,,82,14,,,,0,13,,,,242,6,,,,21068,50,,,,23,7,,,,17,2,,,,15,1,,,,45,1,,,,19,1,,,,0,0,,,,56,1,,,,5412,10,,,,7,1,,,,209,1,,,,5,1,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,7,,,,0,286,,,,0,2,,,,0,2,,,,8,1,,,,0,7,,,,68,2,,,,0,3,,,,685525,961,120,120
801422,9,12/19/20,16:02:16,R1,30-40 cm,Geochem(3-Beam),model1,9,No,,,PPM,,,,33219,1256,,,,25146,204,,,,99265,230,,,,0,44,,,,5541,24,,,,9806,25,,,,109576,205,,,,1767,46,,,,105,14,,,,0,13,,,,225,6,,,,21403,52,,,,0,12,,,,19,2,,,,13,1,,,,42,1,,,,22,1,,,,0,0,,,,57,1,,,,3765,8,,,,9,1,,,,166,1,,,,5,1,,,,0,1,,,,0,4,,,,9,3,,,,0,6,,,,0,8,,,,319,79,,,,4,1,,,,0,2,,,,8,1,,,,0,7,,,,52,2,,,,0,3,,,,693180,1010,120,120
801422,10,12/19/20,16:06:55,R1,40-50 cm,Geochem(3-Beam),model1,10,No,,,PPM,,,,32495,1247,,,,24174,201,,,,97189,224,,,,0,44,,,,7398,27,,,,9547,24,,,,109878,203,,,,1780,45,,,,125,14,,,,0,13,,,,294,6,,,,22199,53,,,,0,12,,,,19,2,,,,14,1,,,,45,1,,,,21,1,,,,0,0,,,,59,1,,,,2182,5,,,,10,0,,,,127,1,,,,4,1,,,,0,1,,,,0,4,,,,14,3,,,,0,6,,,,0,8,,,,371,77,,,,6,1,,,,0,2,,,,9,1,,,,0,6,,,,29,2,,,,0,2,,,,695870,1003,120,120
801422,11,12/19/20,16:12:09,R1,50-60 cm,Geochem(3-Beam),model1,11,No,,,PPM,,,,25238,1214,,,,24092,197,,,,95268,215,,,,0,49,,,,29059,65,,,,9719,25,,,,111057,200,,,,1733,46,,,,127,14,,,,30,8,,,,286,7,,,,23557,55,,,,32,8,,,,24,2,,,,14,1,,,,48,1,,,,18,0,,,,0,0,,,,60,1,,,,1475,3,,,,11,0,,,,110,1,,,,5,1,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,8,,,,413,79,,,,6,1,,,,0,2,,,,10,1,,,,0,6,,,,19,2,,,,4,1,,,,681689,963,120,120
801422,12,12/19/20,16:17:07,R1,60-70 cm,Geochem(3-Beam),model1,12,No,,,PPM,,,,29066,1203,,,,23840,195,,,,91077,205,,,,0,48,,,,24990,57,,,,9907,25,,,,121051,215,,,,1627,45,,,,98,14,,,,32,8,,,,292,6,,,,23388,54,,,,42,8,,,,19,2,,,,14,1,,,,46,1,,,,18,0,,,,0,0,,,,59,1,,,,1577,3,,,,9,0,,,,110,1,,,,4,1,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,8,,,,379,77,,,,6,1,,,,0,2,,,,9,1,,,,0,6,,,,24,2,,,,7,1,,,,676384,953,120,120
801422,13,12/19/20,16:21:47,R1,70-80 cm,Geochem(3-Beam),model1,13,No,,,PPM,,,,35557,1207,,,,22936,193,,,,87181,200,,,,0,48,,,,17442,44,,,,9211,23,,,,129924,231,,,,1563,45,,,,99,14,,,,0,12,,,,340,7,,,,20708,50,,,,30,7,,,,24,2,,,,12,1,,,,42,1,,,,17,0,,,,0,0,,,,53,1,,,,2432,5,,,,8,0,,,,115,1,,,,5,1,,,,0,1,,,,0,4,,,,10,2,,,,0,6,,,,0,8,,,,273,79,,,,4,1,,,,0,2,,,,8,1,,,,0,6,,,,32,2,,,,11,1,,,,675568,961,120,120
801422,14,12/19/20,16:26:45,R1,80-90 cm,Geochem(3-Beam),model1,14,No,,,PPM,,,,32894,1195,,,,24114,194,,,,90207,202,,,,0,47,,,,23257,54,,,,9838,24,,,,125111,220,,,,1639,44,,,,103,14,,,,0,12,,,,320,7,,,,21554,51,,,,35,7,,,,22,2,,,,12,1,,,,44,1,,,,14,0,,,,0,0,,,,56,1,,,,2084,4,,,,9,0,,,,116,1,,,,4,1,,,,0,1,,,,0,4,,,,0,4,,,,0,6,,,,0,8,,,,330,77,,,,5,1,,,,0,2,,,,10,1,,,,0,6,,,,32,2,,,,10,1,,,,671929,946,120,120
801422,15,12/19/20,16:32:01,R1,90-100 cm,Geochem(3-Beam),model1,15,No,,,PPM,,,,20751,1217,,,,25561,202,,,,94719,217,,,,0,50,,,,27687,64,,,,10104,26,,,,103427,190,,,,1819,47,,,,91,14,,,,0,13,,,,253,7,,,,24443,57,,,,29,8,,,,23,2,,,,15,1,,,,46,1,,,,12,0,,,,0,0,,,,64,1,,,,2607,5,,,,11,0,,,,151,1,,,,5,1,,,,0,1,,,,0,4,,,,11,3,,,,0,6,,,,0,8,,,,384,80,,,,0,2,,,,0,2,,,,10,1,,,,0,6,,,,30,2,,,,6,1,,,,691992,973,120,120
